Energy;Date;Topic
10653;2022-08-28 06:42:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10650;2022-08-28 06:34:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10651;2022-08-28 06:36:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10648;2022-08-28 06:29:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10649;2022-08-28 06:30:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10650;2022-08-28 06:33:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10647;2022-08-28 06:24:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10648;2022-08-28 06:27:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10645;2022-08-28 06:19:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10646;2022-08-28 06:21:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10643;2022-08-28 06:14:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10644;2022-08-28 06:16:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10641;2022-08-28 06:08:53+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10642;2022-08-28 06:09:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10643;2022-08-28 06:12:23+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10638;2022-08-28 05:59:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10639;2022-08-28 06:01:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10636;2022-08-28 05:54:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10637;2022-08-28 05:55:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10638;2022-08-28 05:58:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10634;2022-08-28 05:49:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10635;2022-08-28 05:50:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10636;2022-08-28 05:53:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10633;2022-08-28 05:44:23+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10634;2022-08-28 05:47:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10631;2022-08-28 05:39:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10632;2022-08-28 05:41:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10629;2022-08-28 05:34:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10630;2022-08-28 05:35:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10631;2022-08-28 05:38:23+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10627;2022-08-28 05:29:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10628;2022-08-28 05:30:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10629;2022-08-28 05:32:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10626;2022-08-28 05:24:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10627;2022-08-28 05:27:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10624;2022-08-28 05:19:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10625;2022-08-28 05:22:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10622;2022-08-28 05:14:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10623;2022-08-28 05:17:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10620;2022-08-28 05:08:53+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10621;2022-08-28 05:11:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10616;2022-08-28 04:59:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10617;2022-08-28 05:00:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10618;2022-08-28 05:03:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10614;2022-08-28 04:54:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10615;2022-08-28 04:55:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10616;2022-08-28 04:57:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10613;2022-08-28 04:49:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10614;2022-08-28 04:52:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10611;2022-08-28 04:44:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10612;2022-08-28 04:46:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10609;2022-08-28 04:39:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10610;2022-08-28 04:41:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10611;2022-08-28 04:43:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10607;2022-08-28 04:34:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10608;2022-08-28 04:36:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10609;2022-08-28 04:38:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10605;2022-08-28 04:29:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10606;2022-08-28 04:31:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10607;2022-08-28 04:33:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10603;2022-08-28 04:24:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10604;2022-08-28 04:25:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10605;2022-08-28 04:28:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10601;2022-08-28 04:19:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10602;2022-08-28 04:20:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10603;2022-08-28 04:23:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10599;2022-08-28 04:14:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10600;2022-08-28 04:15:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10601;2022-08-28 04:18:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10597;2022-08-28 04:09:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10598;2022-08-28 04:10:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10599;2022-08-28 04:13:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10594;2022-08-28 03:59:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10595;2022-08-28 04:02:22+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10592;2022-08-28 03:54:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10593;2022-08-28 03:56:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10590;2022-08-28 03:49:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10591;2022-08-28 03:51:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10588;2022-08-28 03:44:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10589;2022-08-28 03:46:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10590;2022-08-28 03:48:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10586;2022-08-28 03:39:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10587;2022-08-28 03:41:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10588;2022-08-28 03:43:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10584;2022-08-28 03:34:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10585;2022-08-28 03:35:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10586;2022-08-28 03:38:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10582;2022-08-28 03:29:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10583;2022-08-28 03:30:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10584;2022-08-28 03:32:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10580;2022-08-28 03:24:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10581;2022-08-28 03:25:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10582;2022-08-28 03:27:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10579;2022-08-28 03:19:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10580;2022-08-28 03:22:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10577;2022-08-28 03:14:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10578;2022-08-28 03:15:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10579;2022-08-28 03:18:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10575;2022-08-28 03:09:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10576;2022-08-28 03:10:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10577;2022-08-28 03:13:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10572;2022-08-28 02:59:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10573;2022-08-28 03:01:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10570;2022-08-28 02:54:02+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10571;2022-08-28 02:56:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10568;2022-08-28 02:49:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10569;2022-08-28 02:50:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10570;2022-08-28 02:53:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10566;2022-08-28 02:44:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10567;2022-08-28 02:45:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10568;2022-08-28 02:47:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10565;2022-08-28 02:39:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10566;2022-08-28 02:42:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10563;2022-08-28 02:34:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10564;2022-08-28 02:36:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10561;2022-08-28 02:29:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10562;2022-08-28 02:30:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10563;2022-08-28 02:33:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10559;2022-08-28 02:24:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10560;2022-08-28 02:25:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10561;2022-08-28 02:28:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10557;2022-08-28 02:19:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10558;2022-08-28 02:20:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10559;2022-08-28 02:23:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10556;2022-08-28 02:14:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10557;2022-08-28 02:16:59+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10554;2022-08-28 02:09:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10555;2022-08-28 02:12:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10550;2022-08-28 01:59:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10551;2022-08-28 02:00:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10552;2022-08-28 02:03:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10548;2022-08-28 01:54:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10549;2022-08-28 01:55:21+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10550;2022-08-28 01:58:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10546;2022-08-28 01:49:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10547;2022-08-28 01:50:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10548;2022-08-28 01:52:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10545;2022-08-28 01:44:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10546;2022-08-28 01:47:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10543;2022-08-28 01:39:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10544;2022-08-28 01:42:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10541;2022-08-28 01:34:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10542;2022-08-28 01:36:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10539;2022-08-28 01:29:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10540;2022-08-28 01:31:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10541;2022-08-28 01:33:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10537;2022-08-28 01:24:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10538;2022-08-28 01:26:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10539;2022-08-28 01:28:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10535;2022-08-28 01:19:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10536;2022-08-28 01:20:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10537;2022-08-28 01:23:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10534;2022-08-28 01:14:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10535;2022-08-28 01:17:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10532;2022-08-28 01:09:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10533;2022-08-28 01:11:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10528;2022-08-28 00:58:59+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10529;2022-08-28 01:00:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10530;2022-08-28 01:03:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10527;2022-08-28 00:54:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10528;2022-08-28 00:57:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10525;2022-08-28 00:49:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10526;2022-08-28 00:50:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10523;2022-08-28 00:44:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10524;2022-08-28 00:45:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10525;2022-08-28 00:48:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10521;2022-08-28 00:39:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10522;2022-08-28 00:40:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10523;2022-08-28 00:42:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10519;2022-08-28 00:34:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10520;2022-08-28 00:35:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10521;2022-08-28 00:37:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10518;2022-08-28 00:29:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10519;2022-08-28 00:32:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10516;2022-08-28 00:24:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10517;2022-08-28 00:27:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10514;2022-08-28 00:19:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10515;2022-08-28 00:21:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10512;2022-08-28 00:14:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10513;2022-08-28 00:16:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10510;2022-08-28 00:09:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10511;2022-08-28 00:10:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10512;2022-08-28 00:13:20+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10507;2022-08-27 23:59:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10508;2022-08-28 00:01:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10505;2022-08-27 23:54:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10506;2022-08-27 23:56:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10503;2022-08-27 23:49:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10504;2022-08-27 23:51:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10505;2022-08-27 23:53:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10501;2022-08-27 23:44:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10502;2022-08-27 23:46:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10503;2022-08-27 23:48:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10499;2022-08-27 23:39:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10500;2022-08-27 23:40:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10501;2022-08-27 23:43:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10497;2022-08-27 23:34:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10498;2022-08-27 23:35:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10499;2022-08-27 23:38:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10495;2022-08-27 23:29:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10496;2022-08-27 23:30:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10497;2022-08-27 23:33:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10494;2022-08-27 23:24:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10495;2022-08-27 23:27:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10492;2022-08-27 23:19:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10493;2022-08-27 23:22:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10490;2022-08-27 23:14:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10491;2022-08-27 23:16:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10488;2022-08-27 23:09:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10489;2022-08-27 23:11:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10490;2022-08-27 23:13:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10484;2022-08-27 22:59:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10485;2022-08-27 23:01:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10482;2022-08-27 22:54:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10483;2022-08-27 22:56:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10484;2022-08-27 22:58:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10480;2022-08-27 22:49:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10481;2022-08-27 22:50:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10482;2022-08-27 22:52:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10478;2022-08-27 22:44:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10479;2022-08-27 22:45:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10480;2022-08-27 22:47:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10477;2022-08-27 22:39:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10478;2022-08-27 22:42:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10475;2022-08-27 22:34:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10476;2022-08-27 22:37:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10473;2022-08-27 22:29:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10474;2022-08-27 22:32:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10471;2022-08-27 22:24:04+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10472;2022-08-27 22:26:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10469;2022-08-27 22:19:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10470;2022-08-27 22:20:19+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10471;2022-08-27 22:23:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10467;2022-08-27 22:14:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10468;2022-08-27 22:15:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10469;2022-08-27 22:17:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10466;2022-08-27 22:09:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10467;2022-08-27 22:12:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10462;2022-08-27 21:59:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10463;2022-08-27 22:01:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10464;2022-08-27 22:03:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10460;2022-08-27 21:54:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10461;2022-08-27 21:55:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10462;2022-08-27 21:58:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10458;2022-08-27 21:49:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10459;2022-08-27 21:50:11+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10460;2022-08-27 21:53:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10457;2022-08-27 21:44:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10458;2022-08-27 21:47:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10455;2022-08-27 21:39:03+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10456;2022-08-27 21:41:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10453;2022-08-27 21:34:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10454;2022-08-27 21:35:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10455;2022-08-27 21:38:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10451;2022-08-27 21:29:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10452;2022-08-27 21:30:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10453;2022-08-27 21:33:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10450;2022-08-27 21:24:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10451;2022-08-27 21:28:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10448;2022-08-27 21:19:00+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10449;2022-08-27 21:21:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10446;2022-08-27 21:14:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10447;2022-08-27 21:16:05+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10444;2022-08-27 21:09:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10445;2022-08-27 21:10:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10446;2022-08-27 21:13:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10440;2022-08-27 20:59:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10441;2022-08-27 21:00:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10442;2022-08-27 21:02:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10439;2022-08-27 20:54:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10440;2022-08-27 20:57:15+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10437;2022-08-27 20:49:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10438;2022-08-27 20:52:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10435;2022-08-27 20:44:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10436;2022-08-27 20:46:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10433;2022-08-27 20:39:07+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10434;2022-08-27 20:41:10+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10431;2022-08-27 20:34:16+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10432;2022-08-27 20:36:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10433;2022-08-27 20:38:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10430;2022-08-27 20:29:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10431;2022-08-27 20:32:18+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10428;2022-08-27 20:24:06+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10429;2022-08-27 20:27:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10426;2022-08-27 20:19:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10427;2022-08-27 20:21:09+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10424;2022-08-27 20:14:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10425;2022-08-27 20:15:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10426;2022-08-27 20:18:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10423;2022-08-27 20:09:14+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10424;2022-08-27 20:12:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10419;2022-08-27 19:59:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10420;2022-08-27 20:00:13+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10421;2022-08-27 20:03:12+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10417;2022-08-27 19:54:17+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10418;2022-08-27 19:55:01+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
10419;2022-08-27 19:57:08+00:00;shellies/shellyplug-s-D9B9EB/relay/0/energy
